ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state
473,,Czechia,"Mar 03, 2020",,"On Tuesday, March 3, 2020, the Ministry of Health issued an emergency measure banning the export of all FFP3-class respirators outside the Czech Republic and its sale to all outside health and social facilities, public health authorities, the Integrated Rescue Service system and other state administration bodies.",,,,prohibition of medicine export,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
472,,Czechia,"Mar 04, 2020",,"On Wednesday, March 4, 2020, the National Security Council again met and the Ministry of Health subsequently adopted an extraordinary measure ordering all organizers of mass events in the Czech Republic with an expected attendance of more than 5,000 people a day to notify such events to the local regional health office.",,,,public hygiene,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
451,,Romania,"Feb 26, 2020",,The Minister of Education and Research enforced the schools to spread awareness about coronavirus.,,,,coronavirus education activities,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,
474,,Czechia,"Mar 05, 2020","Mar 19, 2020","On Monday, March 2, 2020, the Security Council met. With effect from 5 March for 14 days, it suspended air connections to areas in northern Italy and South Korea. Following this decision, the Minister of Health issued appropriate safeguards: suspension of flights from northern Italy and suspension of flights from South Korea.",,,,international travel ban - risk countries,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,"Italy, South Korea",,
471,,Czechia,"Mar 05, 2020",,"On Thursday 5 March 2020, the Ministry of Health issued an emergency measure prohibiting all persons, with the exception of manufacturers, from the territory of the Czech Republic from exporting all personal hygiene products intended for hand disinfection, except for a reasonable amount for personal use.",,,,prohibition of medicine export,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
468,,Iran,"Mar 06, 2020","Mar 20, 2020",Extension of school and universities closures,,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iran,,,,
465,,Germany,"Mar 16, 2020",,"Supermarkets, chemist's shops, banks, pet shops, and all business that sell essential basic needs are allowed extended opening times including Sundays, while non-essential stores are to be closed at all times",,,,general nonessential business suspension,,https://www.bundesregierung.de/breg-de/themen/coronavirus/leitlinien-bund-laender-1731000,,,,
466,,Germany,"Mar 17, 2020",,"that there should be no vacation trips in Germany or abroad,"" said Merkel.",,,,outbound traveller ban,,https://www.handelsblatt.com/politik/deutschland/coronakrise-deutschland-im-shutdown-modus-die-alternativlos-kanzlerin-kehrt-zurueck/25650658.html?ticket=ST-171536-ZYUQZdoKsqFrMyPTQrqK-ap6,,,,
463,,Germany,"Mar 17, 2020",,Deutsche Bahn decided to reduce its regional traffic,,,,domestic travel limitation,,https://www.welt.de/wirtschaft/article206565929/Coronavirus-Deutsche-Bahn-schraenkt-Regionalverkehr-ein.html,,,,
464,,Germany,"Mar 16, 2020",,Germany declared a state of emergency,,,,"emergency declaration, special management arrangements, state of emergency",,https://www.handelsblatt.com/politik/deutschland/coronakrise-deutschland-im-shutdown-modus-die-alternativlos-kanzlerin-kehrt-zurueck/25650658.html?ticket=ST-171536-ZYUQZdoKsqFrMyPTQrqK-ap6,,,,
461,"Berlin, Schleswig-Holstein and Saarland",Germany,"Mar 14, 2020",,"Berlin, Schleswig-Holstein and Saarland closed bars among other leisure venues",,,,limited nonessential business suspension,,https://www.spiegel.de/panorama/gesellschaft/coronavirus-mehrere-bundeslaender-schraenken-oeffentliches-leben-massiv-ein-a-d1563908-34d8-46ee-ae40-520e34f82c88,,,,
454,,Serbia,"Mar 18, 2020",,The borders are closed to all foreigners not living in Serbia.,,,,international travel ban - all countries,,,,all countries,,
453,,Serbia,"Mar 15, 2020",,Declared state of emergency.,,,,"emergency declaration, state of emergency",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Serbia#cite_note-21,,,,
469,,Czechia,"Mar 10, 2020",,"On Monday, March 9, 2020, the Security Council met. Subsequently, the Ministry of Health, based on an ongoing assessment of the situation, issued an extraordinary measure ordering, with effect from 10 March 2020, all providers of inpatient health services and social services facilities to ban visitors. The only exception is inpatient care, which is provided to minors, patients with limited legal capacity and parents. The ban on visits also does not apply to hospices, including services for terminally terminally ill patients.","inpatient care, which is provided to minors, patients with limited legal capacity and parents ; hospices, including services for terminally terminally ill patients",,,visiting in hospital banned,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
452,,Montenegro,"Mar 17, 2020",,"The operation of indoor and outdoor sports and recreational facilities, hair and beauty saloons and swimming pools is prohibited;
",,,,limited nonessential business suspension,,http://www.gov.me/en/News/223008/New-measures-are-ordered-New-recommendations-to-protect-citizens-from-coronavirus-are-published.html,,,,
456,,Serbia,"Mar 12, 2020",,Public gatherings in closed premises with more than 100 persons are prohibited,,,,indoor gatherings banned,100,https://sr.wikipedia.org/wiki/%D0%95%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D1%98%D0%B0_%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%B0_%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0_%D1%83_%D0%A1%D1%80%D0%B1%D0%B8%D1%98%D0%B8_2020,,,,
455,,Serbia,"Mar 18, 2020",,"As of Wednesday morning at ten o'clock, in all urban areas, it is absolutely forbidden to enter the street for persons older than 65 years and in the countryside for persons older than 70 years. From 8 pm to 5 am no one should be on the street except the competent authorities on the assignment and those who have a third shift job",,,,"blanket curfew - no symptoms, elderly",,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/3892899/koronavirus-srbija-mere-vlade-srbije-vucic-zabrana-kretanja-stariji-od-65-.html,,,,
482,,Czechia,"Feb 07, 2020",,"On Friday, February 7, 2020, the Hygienic Station of the City of Prague, as the locally and subject-matter competent authority for public health protection in Prague, issued a general directive to 31 universities in Prague to carry out extraordinary measures in case of epidemic.",,,,public facility cleaning,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
488,,Czechia,"Mar 16, 2020",,"As of 16 March 2020, all foreigners without permanent or temporary residence for more than 90 days are prohibited from entering the Czech Republic. As of 16 March 2020, citizens of the Czech Republic and foreigners with a permanent or temporary stay of over 90 days are prohibited from leaving the Czech Republic.",,,,international travel ban - all countries,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
483,,Czechia,"Feb 03, 2020",,"On Monday, February 3, 2020, Minister of Health Adam Vojtěch signed a protective measure banning all direct flights from China to all international airports in the Czech Republic from Sunday, February 9, 2020 until further notice.",,,,international travel ban - risk countries,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,China,,
478,,Czechia,"Feb 26, 2020",,"On Wednesday, February 26, 2020, given the current epidemiological situation, the Ministry of Health issued recommendations to travelers who have been in the Emilia-Romagna, Lombardy, Piedmont and Veneto regions since mid-January 2020 to monitor their health status in the next 14 days after leaving the region. focusing on symptoms of incipient respiratory disease (especially fever above 38 ° C, respiratory problems).",,,,international traveller screening - risk countries,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
479,,Czechia,"Feb 25, 2020",,"On Tuesday, February 25, 2020, the enlarged Bureau of the State Security Council held a meeting that did not recommend travel to Lombardy and Veneto in Italy due to coronavirus. People should consider whether to go abroad at all.",,,,outbound travel warning,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,"Lombardy, Veneto",
492,,Czechia,"Mar 19, 2020",,"From 19 March 2020, from 00.00 onwards, all persons are prohibited from moving and staying in all places outside their homes without respiratory protective devices according to the Government Resolution.",,,,hygiene enforcement,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
491,,Czechia,"Mar 17, 2020",,"On Tuesday, 17 March 2020, the government approved a draft regulation banning the distribution of medicines in connection with the SARS-CoV-2 epidemic. Persons who have purchased medicinal products are not allowed to sell them abroad.",,,,prohibition of medicine export,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
490,,Czechia,"Mar 16, 2020",,"Furthermore, the government approved a COVID guarantee to support entrepreneurs and sole traders, and last but not least ordered the mayors of municipalities to provide persons over 70 years of age with assistance in managing their basic life needs, including purchases of food and medicines. The Government recommends that senior citizens do not go outside their homes for the duration of the emergency, except for visiting a health facility to ensure emergency medical care.",,,,public announcement,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
489,"extile haberdashery and the sale of textile material ",Czechia,"Mar 16, 2020",,"On Monday, March 16, 2020, according to the Government Resolution, textile haberdashery and the sale of textile material were exempted from the ban on retail and retail services in the premises.",,,,business resumed,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
487,,Czechia,"Mar 16, 2020","Mar 24, 2020","From 16 March 2020, from 0.00 to 24 March 2020 to 6.00, the free movement of persons within the territory of the Czech Republic is prohibited, with the exception of travel to work, medical facilities, family and other necessary trips.","travel to work, medical facilities, family and other necessary trips",,,"domestic travel ban, social distancing",,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
486,,Czechia,"Jan 27, 2020",,"On Monday, January 27, 2020, the Ministry of Health ordered a protective measure that applies to workers at the Václav Havel Airport Prague.",,,,hygiene enforcement,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
485,,Czechia,"Jan 30, 2020",,"On Thursday, January 30, 2020, after the WHO declared a so-called global emergency, the Ministry of Health commented in a press release on the next planned steps.",,,,public announcement,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
484,,Czechia,"Jan 31, 2020",,"On Friday, January 31, 2020, the Ministry of Health issued a protective measure ordering four other airports in the Czech Republic to provide passengers with relevant information issued by the National Institute of Public Health in connection with the imminent coronavirus infection.",,,,international traveller screening - all countries,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
481,,Czechia,"Feb 13, 2020",,"On Thursday, February 13, 2020, Minister of Health Adam Vojtěch attended an extraordinary meeting of the Health Ministers in Brussels on the coronavirus spread in Europe. The Minister stressed the responsible approach of the Czech Republic, which, since the end of January, adopted measures corresponding to both WHO recommendations and close communication between EU countries. He also stressed the need for Europe's self-sufficiency in drug production.",,,,public announcement,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
480,,Czechia,"Feb 24, 2020",,"On Monday, February 24, 2020, following the government meeting, Minister of Health Adam Vojtěch commented on the current situation regarding the spread of coronavirus in Italy. On Thursday, 27 February, the Minister convened the Central Epidemiological Commission. It also did not rule out possible further measures if Italy were unable to stop the spread of the virus. The Czech Republic is also strengthening state material reserves of medical supplies.",,,,public announcement,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
477,,Czechia,"Feb 27, 2020",,"On Thursday 27 February 2020, Minister of Health Adam Vojtěch convened a meeting of the Central Epidemiological Commission. It discussed current developments regarding coronavirus disease in Europe and the Czech Republic's readiness for a possible spread of the disease to its territory. At the end of the meeting, the Minister called on the state administration authorities to elaborate without delay the Type Plan, which is designed for emergency situations.",,,,"public announcement, special management arrangements",,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
